date_time,height,discharge,temp_c
2001-06-26T13:19:00Z,3.39,25.68,16.5
2001-06-26T13:20:00Z,3.54,36.68,16.4
2001-06-26T13:21:00Z,3.47,31.19,16.2
2001-06-26T13:22:00Z,3.61,41.36,16.4
2001-06-26T13:23:00Z,3.69,47.48,16.6
2001-06-26T13:24:00Z,3.78,54.89,16.6
2001-06-26T13:25:00Z,3.52,34.98,16.7
2001-06-26T13:26:00Z,3.51,34.03,16.8
2001-06-26T13:27:00Z,3.46,30.49,16.9
2001-06-26T13:28:00Z,3.39,25.9,16.9
2001-06-26T13:29:00Z,3.35,23.22,17.825
2001-06-26T14:00:00Z,3.13,8.9,18.75
2001-06-26T15:00:00Z,3,1.42,19.675
2001-08-22T00:00:00Z,3.14,9.85,20.6
2001-08-22T06:00:00Z,3.1,3.55,18.7
2002-04-17T13:00:00Z,3.09,1.36,24.2
2002-04-17T13:01:00Z,3.41,21.58,24.6
2002-04-17T13:02:00Z,3.4,20.69,24.6
2002-04-17T13:03:00Z,3.36,18.06,25.15
2002-04-17T14:00:00Z,3.07,0.53,25.7
2002-04-17T15:00:00Z,3.08,1.72,25.8
2002-06-08T20:28:00Z,3.74,44.45,34.2
2002-06-08T20:29:00Z,3.36,16.56,31.8
2002-06-09T03:00:00Z,3.1,0.16,29.4
2002-06-09T04:00:00Z,3.1,0.15,29
2002-09-07T12:00:00Z,3.13,1.06,16.2
2002-09-07T15:00:00Z,3.27,6.34,17.2
2002-09-11T22:00:00Z,3.19,2.41,20.2
2003-05-05T15:00:00Z,3.07,0.35,22.1
2003-05-05T16:00:00Z,3.37,17.26,22.3
2003-05-05T16:01:00Z,3.39,18.13,22.1
2003-05-05T16:02:00Z,3.36,16.17,22.1
2003-05-05T16:03:00Z,3.38,17.69,22.1
2003-05-05T16:04:00Z,3.4,19.02,22.1
2003-05-05T16:05:00Z,3.36,16.17,22.2
2003-05-05T16:06:00Z,3.38,17.48,22.3
2003-05-05T16:07:00Z,3.36,16.17,22.2
2003-05-05T16:08:00Z,3.36,16.17,22.1
2003-05-05T16:09:00Z,3.4,18.8,22
2003-05-05T16:10:00Z,3.4,19.24,22.1
2003-05-05T16:11:00Z,3.4,19.02,22.2
2003-05-05T16:12:00Z,3.36,16.17,21.15
2003-08-21T15:34:00Z,3.37,15.42,20.1
2003-08-21T15:35:00Z,3.36,14.54,20.05
2003-08-21T15:36:00Z,3.38,15.81,20
2003-08-21T15:37:00Z,3.36,14.49,20.05
2003-08-21T15:38:00Z,3.37,15.55,20.1
2003-08-21T15:39:00Z,3.36,14.45,20.1
2003-08-21T15:40:00Z,3.36,14.64,20.1
2003-08-21T15:41:00Z,3.36,14.4,21.95
2003-08-21T16:00:00Z,3.21,4.93,23.8
2003-10-29T14:00:00Z,3.18,1.47,21.2
2003-10-30T13:00:00Z,3.54,24.56,23.3
2003-10-30T13:01:00Z,3.53,24.09,23.3
2003-10-30T13:17:00Z,3.62,30.37,23.5
2003-10-30T13:56:00Z,3.37,13.27,24
2004-02-23T16:19:00Z,3.36,12.2,7
2004-02-23T16:37:00Z,3.36,12.41,7.2
2004-02-23T17:00:00Z,3.27,6.8,7.2
2004-02-23T17:07:00Z,3.36,12.62,7.1
2004-02-23T18:00:00Z,3.19,1.7,6.6
2004-04-21T13:47:00Z,4.1,76.62,22.4
2004-04-21T13:48:00Z,4.11,77.23,22.1
2004-04-21T13:49:00Z,4.1,76.31,22.2
2004-04-21T13:50:00Z,4.06,72.63,22
2004-04-21T13:51:00Z,4.04,71.12,21.9
2004-04-21T13:55:00Z,3.71,42.97,22.3
2004-04-21T14:00:00Z,3.09,0.72,22.9
2004-04-21T14:01:00Z,3.49,26.39,22.9
2004-04-21T14:02:00Z,3.36,17.15,22.55
2004-04-21T19:00:00Z,3.08,0.14,22.2
2004-04-21T20:00:00Z,3.08,0.13,21.7
2004-04-21T21:00:00Z,3.08,0.31,21.4
2004-04-21T23:00:00Z,3.09,0.48,17.8
2004-04-22T00:00:00Z,3.15,4.02,18.9
2004-04-22T01:00:00Z,3.13,2.88,17.6
2004-04-22T02:00:00Z,3.13,3.25,17.3
2004-04-22T03:00:00Z,3.08,0.08,16.9
2004-04-22T04:00:00Z,3.09,0.63,16.5
2004-04-22T05:00:00Z,3.08,0.07,16
2004-04-22T06:00:00Z,3.08,0.06,16.2
2004-04-22T07:00:00Z,3.1,1.16,16
2004-04-22T08:00:00Z,3.12,2.64,15.4
2004-04-22T09:00:00Z,3.1,0.96,15.2
2004-04-22T11:00:00Z,3.08,0.21,15.3
2004-04-22T12:00:00Z,3.08,0.2,16
2004-04-22T13:00:00Z,3.09,0.56,16.8
2004-04-22T17:00:00Z,3.11,1.64,13.2
2004-04-22T21:00:00Z,3.08,0.14,12.7
2004-04-23T03:00:00Z,3.16,4.79,13.8
2004-04-23T04:00:00Z,3.14,3.63,13.3
2004-04-23T05:00:00Z,3.14,3.25,12.8
2004-04-23T06:00:00Z,3.11,1.55,12.6
2004-04-23T07:00:00Z,3.11,1.92,12.6
2004-04-23T10:00:00Z,3.09,0.23,13.4
2004-04-23T11:00:00Z,3.08,0.04,13.7
2004-04-23T13:00:00Z,3.12,2.44,16.5
2004-04-23T14:00:00Z,3.12,2.05,17.5
2004-04-23T15:00:00Z,3.12,2.23,18
2004-04-23T16:00:00Z,3.12,2.23,18.6
2004-04-23T23:00:00Z,3.13,2.93,14.1
2004-04-24T01:00:00Z,3.16,4.44,12.7
2004-04-24T02:00:00Z,3.16,4.43,12.5
2004-04-24T03:00:00Z,3.17,5.2,11.7
2004-04-24T04:00:00Z,3.15,3.84,11.4
2004-04-24T05:00:00Z,3.12,2.13,11.1
2004-04-24T06:00:00Z,3.14,3.07,10.7
2004-04-24T07:00:00Z,3.12,2.31,10
2004-04-24T08:00:00Z,3.12,1.93,10.6
2004-04-24T09:00:00Z,3.12,2.29,12.4
2004-04-24T10:00:00Z,3.12,2.29,14.5
2004-04-24T11:00:00Z,3.12,2.28,17.7
2004-04-24T12:00:00Z,3.09,0.23,22.2
2004-04-24T14:00:00Z,3.16,4.54,23.6
2004-04-24T15:00:00Z,3.16,4.34,24.5
2004-04-24T16:00:00Z,3.13,2.62,24.2
2004-04-24T17:00:00Z,3.16,4.52,24.1
2004-04-24T18:00:00Z,3.18,5.67,23.4
2004-04-24T19:00:00Z,3.18,5.28,22
2004-04-24T20:00:00Z,3.19,5.85,21.1
2004-04-24T21:00:00Z,3.19,6.04,21.5
2004-04-24T22:00:00Z,3.15,3.71,19.4
2004-04-24T23:00:00Z,3.14,2.95,18.1
2004-04-25T01:00:00Z,3.12,1.99,17
2004-04-25T03:00:00Z,3.13,2.35,15.7
2004-04-25T04:00:00Z,3.13,2.72,15.1
2004-04-25T05:00:00Z,3.12,1.96,14.8
2004-04-25T06:00:00Z,3.11,1.4,13.7
2004-04-25T07:00:00Z,3.11,1.58,12.6
2004-04-25T08:00:00Z,3.12,1.94,13
2004-04-25T09:00:00Z,3.12,2.12,14.9
2004-04-25T10:00:00Z,3.12,2.12,17.4
2004-04-25T11:00:00Z,3.13,2.3,21.4
2004-04-25T12:00:00Z,3.11,1.36,23.4
2004-04-25T13:00:00Z,3.18,5.53,23.9
2004-04-25T15:00:00Z,3.14,3.21,24.9
2004-04-25T16:00:00Z,3.14,3.02,25.4
2004-04-25T17:00:00Z,3.16,4.34,24.6
2004-04-25T21:00:00Z,3.11,1.29,20.4
2004-04-25T22:00:00Z,3.14,2.78,19.3
2004-04-25T23:00:00Z,3.14,3.16,18.9
2004-04-26T00:00:00Z,3.14,3.15,17.9
2004-04-26T01:00:00Z,3.14,2.95,17.2
2004-04-26T02:00:00Z,3.18,5.25,17.3
2004-04-26T03:00:00Z,3.12,1.62,15.7
2004-04-26T04:00:00Z,3.15,3.5,15.1
2004-04-26T05:00:00Z,3.17,4.45,14.1
2004-04-26T06:00:00Z,3.16,3.87,13.7
2004-04-26T07:00:00Z,3.17,4.63,12.8
2004-04-26T08:00:00Z,3.16,4.24,13.2
2004-04-26T09:00:00Z,3.17,4.61,15.1
2004-04-26T10:00:00Z,3.16,4.03,17.3
2004-04-26T11:00:00Z,3.16,3.83,21.5
2004-04-26T14:00:00Z,3.1,0.62,27.5
2004-04-26T18:00:00Z,3.11,1.14,26.7
2004-04-26T19:00:00Z,3.09,0.03,24.7
2004-04-26T21:03:00Z,3.36,16.19,23.15
2004-04-26T21:04:00Z,3.48,24.71,21.6
2004-04-26T21:05:00Z,3.36,16.19,22.9
2004-05-01T14:00:00Z,3.11,0.07,24.2
2004-05-13T12:00:00Z,3.1,0.56,22.5
2004-05-16T16:50:00Z,3.88,55.77,33.4
2004-05-16T16:51:00Z,3.85,53.25,33.4
2004-05-16T16:52:00Z,3.36,16.17,35.3
2004-06-18T13:50:00Z,3.41,18.7,37.2
2004-06-18T13:51:00Z,3.36,14.98,26.95
2004-06-29T14:37:00Z,3.56,30.54,16.7
2004-06-29T14:38:00Z,3.66,38.32,16.4
2004-06-29T14:39:00Z,4.77,147.38,16.1
2004-06-29T14:40:00Z,4.18,84.05,16.2
2004-06-29T14:41:00Z,4.29,95.12,16.4
2004-06-29T14:42:00Z,4.21,87.92,16.7
2004-06-29T14:43:00Z,4.24,90.85,17
2004-06-29T14:44:00Z,4.51,119.25,17.1
2004-06-29T14:45:00Z,4.98,174.94,17.3
2004-06-29T14:46:00Z,4.71,142.86,17.4
2004-06-29T14:47:00Z,4.73,145.85,17.3
2004-06-29T14:48:00Z,5.06,186.65,17.5
2004-06-29T14:49:00Z,4.42,111.65,17.9
2004-06-29T14:50:00Z,4.64,136.11,17.9
2004-06-29T14:51:00Z,4.5,121.08,17.9
2004-06-29T14:52:00Z,4.64,136.67,18.1
2004-06-29T14:53:00Z,4.46,117.06,18.2
2004-06-29T14:54:00Z,4.74,148.61,18.4
2004-06-29T14:55:00Z,4.29,99.64,18.6
2004-06-29T14:56:00Z,4.33,104.28,18.6
2004-06-29T14:57:00Z,4.33,104.6,18.7
2004-06-29T14:58:00Z,4.27,98.63,18.7
2004-06-29T14:59:00Z,4.11,83.38,18.8
2004-06-29T15:00:00Z,3.99,73.44,18.9
2004-06-29T15:01:00Z,4.12,84.95,19
2004-06-29T15:02:00Z,4.17,90.59,19
2004-06-29T15:03:00Z,4.3,103.17,19
2004-06-29T15:04:00Z,3.83,60.46,19
2004-06-29T15:05:00Z,4.04,78.94,19.1
2004-06-29T15:06:00Z,3.97,73.34,19.1
2004-06-29T15:07:00Z,3.82,60.89,19.2
2004-06-29T15:08:00Z,3.57,40.57,19.3
2004-06-29T15:09:00Z,3.51,36.17,19.6
2004-06-29T15:10:00Z,3.64,46.04,20.6
2004-06-29T15:11:00Z,3.67,48.58,20.9
2004-06-29T15:12:00Z,3.39,27.5,21
2004-06-29T15:13:00Z,3.47,33.47,20.7
2004-06-29T15:14:00Z,3.37,26.33,20.5
2004-06-29T15:15:00Z,3.4,28.34,20.5
2004-06-29T15:16:00Z,3.36,25.4,23.05
2004-06-29T16:00:00Z,2.99,2.17,25.6
2004-09-19T08:03:00Z,3.21,16.14,15.7
2004-09-19T08:04:00Z,3.3,21.4,15.6
2004-09-19T08:05:00Z,3.38,27.33,15.6
2004-09-19T08:06:00Z,3.42,29.81,15.6
2004-09-19T08:07:00Z,3.47,33.28,15.5
2004-09-19T08:08:00Z,3.44,31.17,15.5
2004-09-19T08:09:00Z,3.42,29.77,15.5
2004-09-19T08:10:00Z,3.41,29.06,15.4
2004-09-19T08:11:00Z,3.44,31.12,15.4
2004-09-19T08:12:00Z,3.4,28.12,15.5
2004-09-19T08:13:00Z,3.38,26.98,15.5
2004-09-19T08:14:00Z,3.45,31.77,15.5
2004-09-19T08:15:00Z,3.45,31.52,15.5
2004-09-19T08:16:00Z,3.43,30.12,15.4
2004-09-19T08:17:00Z,3.41,28.73,15.4
2004-09-19T08:18:00Z,3.49,34.29,15.3
2004-09-19T08:19:00Z,3.45,31.92,15.3
2004-09-19T08:20:00Z,3.44,30.74,15.3
2004-09-19T08:21:00Z,3.48,33.53,15.3
2004-09-19T08:22:00Z,3.45,31.41,15.4
2004-09-19T08:23:00Z,3.44,30.93,15.5
2004-09-19T08:24:00Z,3.44,30.68,15.6
2004-09-19T08:25:00Z,3.42,29.51,15.5
2004-09-19T08:26:00Z,3.46,32.27,15.5
2004-09-19T08:27:00Z,3.43,30.4,15.4
2004-09-19T08:28:00Z,3.46,32.48,15.4
2004-09-19T08:29:00Z,3.45,31.53,15.4
2004-09-19T08:30:00Z,3.47,33.15,15.4
2004-09-19T08:31:00Z,3.41,28.5,15.5
2004-09-19T08:32:00Z,3.44,31.01,15.5
2004-09-19T08:33:00Z,3.4,27.79,15.5
2004-09-19T08:34:00Z,3.45,31.68,15.5
2004-09-19T08:35:00Z,3.46,32.13,15.5
2004-09-19T08:36:00Z,3.45,31.18,15.5
2004-09-19T08:37:00Z,3.42,29.09,15.4
2004-09-19T08:38:00Z,3.43,29.99,15.4
2004-09-19T08:39:00Z,3.47,32.54,15.4
2004-09-19T08:40:00Z,3.38,26.55,15.3
2004-09-19T08:41:00Z,3.4,28.12,15.3
2004-09-19T08:42:00Z,3.42,29.24,15.3
2004-09-19T08:43:00Z,3.41,28.54,15.4
2004-09-19T08:44:00Z,3.46,31.99,15.4
2004-09-19T08:45:00Z,3.6,42.62,15.4
2004-09-19T08:46:00Z,3.42,29.18,15.4
2004-09-19T08:47:00Z,3.38,26.66,15.5
2004-09-19T08:48:00Z,3.38,26.65,15.5
2004-09-19T08:49:00Z,3.43,30.05,15.5
2004-09-19T08:50:00Z,3.45,31.19,15.5
2004-09-19T08:51:00Z,3.36,25.03,15.5
2004-09-19T08:52:00Z,3.42,29.31,15.5
2004-09-19T08:53:00Z,3.39,27.02,15.5
2004-09-19T08:54:00Z,3.43,29.51,15.5
2004-09-19T08:55:00Z,3.55,38.5,15.5
2004-09-19T08:56:00Z,3.41,28.33,15.5
2004-09-19T08:57:00Z,3.38,26.05,15.5
2004-09-19T08:58:00Z,3.42,28.76,15.5
2004-09-19T08:59:00Z,3.44,30.35,15.5
2004-09-19T09:00:00Z,3.41,28.5,15.5
2004-09-19T09:01:00Z,3.39,26.67,15.5
2004-09-19T09:02:00Z,3.3,20.49,15.6
2004-09-19T09:03:00Z,3.45,30.75,15.6
2004-09-19T09:04:00Z,3.33,23.06,15.5
2004-09-19T09:05:00Z,3.32,22.39,15.5
2004-09-19T09:06:00Z,3.36,24.79,15.5
2004-09-19T09:07:00Z,3.33,22.79,15.6
2004-09-19T09:08:00Z,3.35,23.88,15.5
2004-09-19T09:09:00Z,3.39,26.54,15.5
2004-09-19T09:10:00Z,3.3,20.79,15.6
2004-09-19T09:11:00Z,3.35,24.27,15.6
2004-09-19T09:12:00Z,3.47,32.24,15.6
2004-09-19T09:13:00Z,3.34,23.58,15.6
2004-09-19T09:14:00Z,3.35,23.78,15.7
2004-09-19T09:15:00Z,3.31,21.36,15.7
2004-09-19T09:16:00Z,3.34,23.53,15.7
2004-09-19T09:17:00Z,3.55,38.14,15.7
2004-09-19T09:18:00Z,3.35,23.72,15.7
2004-09-19T09:19:00Z,3.29,19.79,15.8
2004-09-19T09:20:00Z,3.32,22.15,15.8
2004-09-19T09:21:00Z,3.37,25.23,15.8
2004-09-19T09:22:00Z,3.33,22.78,15.9
2004-09-19T09:23:00Z,3.3,20.59,15.9
2004-09-19T09:24:00Z,3.31,21.01,16
2004-09-19T09:25:00Z,3.29,19.7,16
2004-09-19T09:26:00Z,3.29,19.9,16
2004-09-19T09:27:00Z,3.38,25.58,16.1
2004-09-19T09:28:00Z,3.26,17.54,16.1
2004-09-19T09:29:00Z,3.36,24.43,16.2
2004-09-19T09:30:00Z,3.28,18.77,16.2
2004-09-19T09:31:00Z,3.37,24.85,16.2
2004-09-19T09:32:00Z,3.28,18.95,16.2
2004-09-19T09:33:00Z,3.34,22.82,16.2
2004-09-19T09:34:00Z,3.3,19.99,16.3
2004-09-19T09:35:00Z,3.38,25.9,16.3
2004-09-19T09:36:00Z,3.38,25.44,16.3
2004-09-19T09:37:00Z,3.32,21.89,16.3
2004-09-19T09:38:00Z,3.46,31.35,16.3
2004-09-19T09:39:00Z,3.35,23.83,16.3
2004-09-19T09:40:00Z,3.31,20.54,16.4
2004-09-19T09:41:00Z,3.32,21.39,16.4
2004-09-19T09:42:00Z,3.32,21.37,16.4
2004-09-19T09:43:00Z,3.37,24.88,16.3
2004-09-19T09:44:00Z,3.36,24.19,16.3
2004-09-19T09:45:00Z,3.33,21.98,16.3
2004-09-19T09:46:00Z,3.34,23.06,16.3
2004-09-19T09:47:00Z,3.33,22.17,16.3
2004-09-19T09:48:00Z,3.33,21.93,16.3
2004-09-19T09:49:00Z,3.55,37.87,16.4
2004-09-19T09:50:00Z,3.45,30.46,16.4
2004-09-19T09:51:00Z,3.37,24.97,16.4
2004-09-19T09:52:00Z,3.61,42.28,16.4
2004-09-19T09:53:00Z,3.56,38.54,16.4
2004-09-19T09:54:00Z,3.55,37.3,16.3
2004-09-19T09:55:00Z,3.56,38.5,16.4
2004-09-19T09:56:00Z,3.47,31.53,16.4
2004-09-19T09:57:00Z,3.54,36.76,16.4
2004-09-19T09:58:00Z,3.52,35.06,16.4
2004-09-19T09:59:00Z,3.7,48.56,16.4
2004-09-19T10:00:00Z,3.61,41.89,16.4
2004-09-19T10:01:00Z,3.84,60.63,16.4
2004-09-19T10:02:00Z,3.79,55.95,16.5
2004-09-19T10:03:00Z,3.83,59.22,16.5
2004-09-19T10:04:00Z,3.76,53.5,16.5
2004-09-19T10:05:00Z,3.73,51.61,16.6
2004-09-19T10:06:00Z,3.63,43.05,16.6
2004-09-19T10:07:00Z,3.62,42.53,16.6
2004-09-19T10:08:00Z,3.67,46.08,16.6
2004-09-19T10:09:00Z,3.66,45.81,16.7
2004-09-19T10:10:00Z,3.63,43.49,16.7
2004-09-19T10:11:00Z,3.51,34.37,16.8
2004-09-19T10:12:00Z,3.78,54.98,16.7
2004-09-19T10:13:00Z,3.75,53.08,16.8
2004-09-19T10:14:00Z,3.71,49.09,16.8
2004-09-19T10:15:00Z,3.75,52.78,16.8
2004-09-19T10:16:00Z,3.77,54.64,16.8
2004-09-19T10:17:00Z,3.7,48.78,16.8
2004-09-19T10:18:00Z,3.77,54.34,16.8
2004-09-19T10:19:00Z,3.75,52.98,16.9
2004-09-19T10:20:00Z,3.62,42.07,17
2004-09-19T10:21:00Z,3.59,40.05,16.9
2004-09-19T10:22:00Z,3.73,50.8,16.9
2004-09-19T10:23:00Z,3.67,45.83,16.9
2004-09-19T10:24:00Z,3.78,55.05,17
2004-09-19T10:25:00Z,3.69,47.87,17
2004-09-19T10:26:00Z,3.73,50.47,17
2004-09-19T10:27:00Z,3.62,42.2,17
2004-09-19T10:28:00Z,3.69,47.56,17.1
2004-09-19T10:29:00Z,3.73,51.22,17.1
2004-09-19T10:30:00Z,3.72,49.88,17.1
2004-09-19T10:31:00Z,3.71,49.07,17.1
2004-09-19T10:32:00Z,3.64,43.89,17.2
2004-09-19T10:33:00Z,3.84,59.55,17.2
2004-09-19T10:34:00Z,3.66,45.14,17.2
2004-09-19T10:35:00Z,3.65,44.1,17.2
2004-09-19T10:36:00Z,3.74,51.63,17.2
2004-09-19T10:37:00Z,3.65,44.57,17.2
2004-09-19T10:38:00Z,3.59,39.77,17.2
2004-09-19T10:39:00Z,3.66,45.06,17.2
2004-09-19T10:40:00Z,3.71,48.93,17.2
2004-09-19T10:41:00Z,3.68,46.57,17.3
2004-09-19T10:42:00Z,3.6,40.21,17.3
2004-09-19T10:43:00Z,3.6,40.19,17.3
2004-09-19T10:44:00Z,3.6,40.17,17.3
2004-09-19T10:45:00Z,3.56,37.2,17.3
2004-09-19T10:46:00Z,3.52,34.76,17.3
2004-09-19T10:47:00Z,3.6,40.12,17.4
2004-09-19T10:48:00Z,3.66,44.91,17.4
2004-09-19T10:49:00Z,3.59,39.35,17.4
2004-09-19T10:50:00Z,3.51,33.25,17.5
2004-09-19T10:51:00Z,3.61,41.06,17.5
2004-09-19T10:52:00Z,3.53,35.38,17.5
2004-09-19T10:53:00Z,3.56,37.31,17.5
2004-09-19T10:54:00Z,3.59,39.51,17.5
2004-09-19T10:55:00Z,3.53,35.09,17.5
2004-09-19T10:56:00Z,3.52,34.59,17.5
2004-09-19T10:57:00Z,3.54,35.78,17.6
2004-09-19T10:58:00Z,3.57,37.97,17.5
2004-09-19T10:59:00Z,3.58,38.44,17.6
2004-09-19T11:00:00Z,3.49,31.67,17.6
2004-09-19T11:01:00Z,3.55,36.2,17.6
2004-09-19T11:02:00Z,3.54,35.7,17.6
2004-09-19T11:03:00Z,3.47,30.68,17.6
2004-09-19T11:04:00Z,3.56,37.13,17.6
2004-09-19T11:05:00Z,3.5,32.54,17.6
2004-09-19T11:06:00Z,3.49,32.05,17.6
2004-09-19T11:07:00Z,3.53,35.14,17.6
2004-09-19T11:08:00Z,3.54,35.6,17.6
2004-09-19T11:09:00Z,3.47,30.35,17.7
2004-09-19T11:10:00Z,3.5,32.22,17.7
2004-09-19T11:11:00Z,3.48,31.02,17.7
2004-09-19T11:12:00Z,3.49,31.71,17.7
2004-09-19T11:13:00Z,3.52,33.84,17.7
2004-09-19T11:14:00Z,3.45,28.64,17.7
2004-09-19T11:15:00Z,3.4,25.43,17.7
2004-09-19T11:16:00Z,3.48,30.94,17.7
2004-09-19T11:17:00Z,3.42,26.99,17.8
2004-09-19T11:18:00Z,3.52,34,17.8
2004-09-19T11:19:00Z,3.48,31.13,17.8
2004-09-19T11:20:00Z,3.42,26.94,17.8
2004-09-19T11:21:00Z,3.43,27.15,17.9
2004-09-19T11:22:00Z,3.48,30.61,17.9
2004-09-19T11:23:00Z,3.47,30.12,17.9
2004-09-19T11:24:00Z,3.39,24.83,18
2004-09-19T11:25:00Z,3.39,24.37,18
2004-09-19T11:26:00Z,3.38,23.91,18
2004-09-19T11:27:00Z,3.39,24.34,18
2004-09-19T11:28:00Z,3.42,26.35,18
2004-09-19T11:29:00Z,3.33,20.77,18
2004-09-19T11:30:00Z,3.35,21.85,18.1
2004-09-19T11:31:00Z,3.44,28.14,18.1
2004-09-19T11:32:00Z,3.47,30.21,18.1
2004-09-19T11:33:00Z,3.4,25.37,18.1
2004-09-19T11:34:00Z,3.44,28.09,18.2
2004-09-19T11:35:00Z,3.44,27.84,18.2
2004-09-19T11:36:00Z,3.42,26.23,18.2
2004-09-19T11:37:00Z,3.41,25.76,18.3
2004-09-19T11:38:00Z,3.38,23.72,18.3
2004-09-19T11:39:00Z,3.39,24.15,18.4
2004-09-19T11:40:00Z,3.39,24.13,18.4
2004-09-19T11:41:00Z,3.4,25.24,18.4
2004-09-19T11:42:00Z,3.39,24.32,18.4
2004-09-19T11:43:00Z,3.38,23.63,18.4
2004-09-19T11:44:00Z,3.38,23.4,18.4
2004-09-19T11:45:00Z,3.35,21.61,18.5
2004-09-19T11:46:00Z,3.38,23.59,18.6
2004-09-19T11:47:00Z,3.38,23.35,18.6
2004-09-19T11:48:00Z,3.39,24.23,18.6
2004-09-19T11:49:00Z,3.37,22.87,18.7
2004-09-19T11:50:00Z,3.36,21.97,18.7
2004-09-19T11:51:00Z,3.38,23.73,18.8
2004-09-19T11:52:00Z,3.38,23.72,18.9
2004-09-19T11:53:00Z,3.36,21.92,19
2004-09-19T11:54:00Z,3.36,22.13,19.1
2004-09-19T11:55:00Z,3.36,22.11,19.1
2004-09-19T11:56:00Z,3.36,21.88,19.1
2004-09-19T11:57:00Z,3.37,22.74,19.1
2004-09-19T11:58:00Z,3.36,22.06,19.1
2004-09-19T11:59:00Z,3.37,22.93,19.2
2004-09-19T12:00:00Z,3.36,21.81,19.3
2004-09-19T12:01:00Z,3.36,22.02,19.3
2004-09-19T12:02:00Z,3.37,22.44,19.4
2004-09-19T12:03:00Z,3.35,21.1,19.4
2004-09-19T12:04:00Z,3.34,20.43,19.5
2004-09-19T12:05:00Z,3.34,20.64,19.5
2004-09-19T12:06:00Z,3.34,20.62,19.5
2004-09-19T12:07:00Z,3.35,21.48,19.5
2004-09-19T12:08:00Z,3.34,20.81,19.6
2004-09-19T12:09:00Z,3.31,18.84,19.7
2004-09-19T12:10:00Z,3.34,20.34,19.7
2004-09-19T12:11:00Z,3.31,18.59,19.8
2004-09-19T12:12:00Z,3.34,20.53,19.9
2004-09-19T12:13:00Z,3.32,18.99,20
2004-09-19T12:14:00Z,3.31,18.55,20
2004-09-19T12:15:00Z,3.3,17.68,20
2004-09-19T12:16:00Z,3.31,18.09,20.1
2004-09-19T12:17:00Z,3.3,17.64,20.2
2004-09-19T12:18:00Z,3.31,18.05,20.2
2004-09-19T12:19:00Z,3.35,21.07,20.4
2004-09-19T12:20:00Z,3.34,20.4,20.9
2004-09-19T12:21:00Z,3.31,18.65,21.8
2004-09-19T12:22:00Z,3.32,18.85,22
2004-09-19T12:23:00Z,3.34,20.57,22.4
2004-09-19T12:24:00Z,3.33,19.46,22.8
2004-09-19T12:25:00Z,3.32,19.02,23.1
2004-09-19T12:26:00Z,3.31,18.36,23.3
2004-09-19T12:27:00Z,3.31,18.55,23.2
2004-09-19T12:28:00Z,3.33,19.4,23
2004-09-19T12:29:00Z,3.31,18.31,23
2004-09-19T12:30:00Z,3.32,18.72,23.1
2004-09-19T12:31:00Z,3.32,18.92,22.8
2004-09-19T12:32:00Z,3.31,18.48,22.7
2004-09-19T12:33:00Z,3.33,19.32,22.7
2004-09-19T12:34:00Z,3.31,18.23,22.6
2004-09-19T12:35:00Z,3.32,18.64,22.7
2004-09-19T12:36:00Z,3.31,18.2,22.6
2004-09-19T12:37:00Z,3.32,18.61,22.4
2004-09-19T12:38:00Z,3.32,18.6,22.2
2004-09-19T12:39:00Z,3.32,18.8,22.2
2004-09-19T12:40:00Z,3.31,18.35,22.1
2004-09-19T12:41:00Z,3.31,17.9,22.2
2004-09-19T12:42:00Z,3.31,18.32,22.2
2004-09-19T12:43:00Z,3.31,17.66,22.4
2004-09-19T12:44:00Z,3.31,17.86,22.5
2004-09-19T12:45:00Z,3.29,16.78,22.5
2004-09-19T12:46:00Z,3.3,16.97,22.8
2004-09-19T12:47:00Z,3.3,16.96,22.9
2004-09-19T12:48:00Z,3.28,15.89,22.9
2004-09-19T12:49:00Z,3.28,16.08,22.8
2004-09-19T12:50:00Z,3.29,16.49,22.6
2004-09-19T12:51:00Z,3.29,16.47,22.5
2004-09-19T12:52:00Z,3.31,17.52,22.4
2004-09-19T12:53:00Z,3.28,16.02,22.4
2004-09-19T12:54:00Z,3.29,16.42,22.4
2004-09-19T12:55:00Z,3.32,18.33,22.4
2004-09-19T12:56:00Z,3.3,17.03,22.4
2004-09-19T12:57:00Z,3.33,18.94,22.6
2004-09-19T12:58:00Z,3.32,18.71,22.9
2004-09-19T12:59:00Z,3.31,17.41,23.1
2004-09-19T13:00:00Z,3.3,16.75,23.4
2004-09-19T13:01:00Z,3.3,16.95,23.6
2004-09-19T13:02:00Z,3.28,15.46,23.9
2004-09-19T13:03:00Z,3.29,16.28,24.2
2004-09-19T13:04:00Z,3.27,14.8,24.3
2004-09-19T13:05:00Z,3.27,14.78,24.5
2004-09-19T13:06:00Z,3.25,13.94,24.7
2004-09-19T13:07:00Z,3.23,12.68,24.5
2004-09-19T13:08:00Z,3.25,13.49,24.4
2004-09-19T13:09:00Z,3.28,15.77,24.2
2004-09-19T13:10:00Z,3.27,15.12,24.4
2004-09-19T13:11:00Z,3.27,14.9,24.5
2004-09-19T13:12:00Z,3.27,14.67,24.8
2004-09-19T13:13:00Z,3.26,14.24,25
2004-09-19T13:14:00Z,3.25,13.6,25
2004-09-19T13:15:00Z,3.25,13.38,25
2004-09-19T13:16:00Z,3.26,13.99,25.1
