time (MST),Gage Height(ft)-GCMRC-GCLT1,Gage Height Ice Affected On This Day-GCMRC-GCLT1,Gage Height Notes-GCMRC-GCLT1,Discharge(cfs)-GCMRC-GCLT1,Discharge Ice Affected On This Day-GCMRC-GCLT1,Discharge Notes-GCMRC-GCLT1,Air Temperature(°C)-GCMRC-GCLT1
2001-06-26T13:19:00Z,3.39,NO,"",25.68,NO,"",16.5
2001-06-26T13:20:00Z,3.54,NO,"",36.68,NO,"",16.4
2001-06-26T13:21:00Z,3.47,NO,"",31.19,NO,"",16.2
2001-06-26T13:22:00Z,3.61,NO,"",41.36,NO,"",16.4
2001-06-26T13:23:00Z,3.69,NO,"",47.48,NO,"",16.6
2001-06-26T13:24:00Z,3.78,NO,"",54.89,NO,"",16.6
2001-06-26T13:25:00Z,3.52,NO,"",34.98,NO,"",16.7
2001-06-26T13:26:00Z,3.51,NO,"",34.03,NO,"",16.8
2001-06-26T13:27:00Z,3.46,NO,"",30.49,NO,"",16.9
2001-06-26T13:28:00Z,3.39,NO,"",25.9,NO,"",16.9
2001-06-26T13:29:00Z,3.35,NO,"",23.22,NO,"",-999
2001-06-26T14:00:00Z,3.13,NO,"",8.9,NO,"",-999
2001-06-26T15:00:00Z,3,NO,"",1.42,NO,"",-999
2001-08-22T00:00:00Z,3.14,NO,"",9.85,NO,"",20.6
2001-08-22T06:00:00Z,3.1,NO,"",3.55,NO,"",18.7
2002-04-17T13:00:00Z,3.09,NO,"",1.36,NO,"",24.2
2002-04-17T13:01:00Z,3.41,NO,"",21.58,NO,"",24.6
2002-04-17T13:02:00Z,3.4,NO,"",20.69,NO,"",24.6
2002-04-17T13:03:00Z,3.36,NO,"",18.06,NO,"",-999
2002-04-17T14:00:00Z,3.07,NO,"",0.53,NO,"",25.7
2002-04-17T15:00:00Z,3.08,NO,"",1.72,NO,"",25.8
2002-06-08T20:28:00Z,3.74,NO,"",44.45,NO,"",34.2
2002-06-08T20:29:00Z,3.36,NO,"",16.56,NO,"",-999
2002-06-09T03:00:00Z,3.1,NO,"",0.16,NO,"",29.4
2002-06-09T04:00:00Z,3.1,NO,"",0.15,NO,"",29
2002-09-07T12:00:00Z,3.13,NO,"",1.06,NO,"",16.2
2002-09-07T15:00:00Z,3.27,NO,"",6.34,NO,"",17.2
2002-09-11T22:00:00Z,3.19,NO,"",2.41,NO,"",20.2
2003-05-05T15:00:00Z,3.07,NO,"",0.35,NO,"",22.1
2003-05-05T16:00:00Z,3.37,NO,"",17.26,NO,"",22.3
2003-05-05T16:01:00Z,3.39,NO,"",18.13,NO,"",22.1
2003-05-05T16:02:00Z,3.36,NO,"",16.17,NO,"",-999
2003-05-05T16:03:00Z,3.38,NO,"",17.69,NO,"",22.1
2003-05-05T16:04:00Z,3.4,NO,"",19.02,NO,"",22.1
2003-05-05T16:05:00Z,3.36,NO,"",16.17,NO,"",-999
2003-05-05T16:06:00Z,3.38,NO,"",17.48,NO,"",22.3
2003-05-05T16:07:00Z,3.36,NO,"",16.17,NO,"",-999
2003-05-05T16:08:00Z,3.36,NO,"",16.17,NO,"",-999
2003-05-05T16:09:00Z,3.4,NO,"",18.8,NO,"",22
2003-05-05T16:10:00Z,3.4,NO,"",19.24,NO,"",22.1
2003-05-05T16:11:00Z,3.4,NO,"",19.02,NO,"",22.2
2003-05-05T16:12:00Z,3.36,NO,"",16.17,NO,"",-999
2003-08-21T15:34:00Z,3.37,NO,"",15.42,NO,"",20.1
2003-08-21T15:35:00Z,3.36,NO,"",14.54,NO,"",-999
2003-08-21T15:36:00Z,3.38,NO,"",15.81,NO,"",20
2003-08-21T15:37:00Z,3.36,NO,"",14.49,NO,"",-999
2003-08-21T15:38:00Z,3.37,NO,"",15.55,NO,"",20.1
2003-08-21T15:39:00Z,3.36,NO,"",14.45,NO,"",-999
2003-08-21T15:40:00Z,3.36,NO,"",14.64,NO,"",20.1
2003-08-21T15:41:00Z,3.36,NO,"",14.4,NO,"",-999
2003-08-21T16:00:00Z,3.21,NO,"",4.93,NO,"",23.8
2003-10-29T14:00:00Z,3.18,NO,"",1.47,NO,"",21.2
2003-10-30T13:00:00Z,3.54,NO,"",24.56,NO,"",23.3
2003-10-30T13:01:00Z,3.53,NO,"",24.09,NO,"",23.3
2003-10-30T13:17:00Z,3.62,NO,"",30.37,NO,"",23.5
2003-10-30T13:56:00Z,3.37,NO,"",13.27,NO,"",24
2004-02-23T16:19:00Z,3.36,NO,"",12.2,NO,"",7
2004-02-23T16:37:00Z,3.36,NO,"",12.41,NO,"",7.2
2004-02-23T17:00:00Z,3.27,NO,"",6.8,NO,"",7.2
2004-02-23T17:07:00Z,3.36,NO,"",12.62,NO,"",7.1
2004-02-23T18:00:00Z,3.19,NO,"",1.7,NO,"",6.6
2004-04-21T13:47:00Z,4.1,NO,"",76.62,NO,"",22.4
2004-04-21T13:48:00Z,4.11,NO,"",77.23,NO,"",22.1
2004-04-21T13:49:00Z,4.1,NO,"",76.31,NO,"",22.2
2004-04-21T13:50:00Z,4.06,NO,"",72.63,NO,"",22
2004-04-21T13:51:00Z,4.04,NO,"",71.12,NO,"",21.9
2004-04-21T13:55:00Z,3.71,NO,"",42.97,NO,"",22.3
2004-04-21T14:00:00Z,3.09,NO,"",0.72,NO,"",22.9
2004-04-21T14:01:00Z,3.49,NO,"",26.39,NO,"",22.9
2004-04-21T14:02:00Z,3.36,NO,"",17.15,NO,"",-999
2004-04-21T19:00:00Z,3.08,NO,"",0.14,NO,"",22.2
2004-04-21T20:00:00Z,3.08,NO,"",0.13,NO,"",21.7
2004-04-21T21:00:00Z,3.08,NO,"",0.31,NO,"",21.4
2004-04-21T23:00:00Z,3.09,NO,"",0.48,NO,"",17.8
2004-04-22T00:00:00Z,3.15,NO,"",4.02,NO,"",18.9
2004-04-22T01:00:00Z,3.13,NO,"",2.88,NO,"",17.6
2004-04-22T02:00:00Z,3.13,NO,"",3.25,NO,"",17.3
2004-04-22T03:00:00Z,3.08,NO,"",0.08,NO,"",16.9
2004-04-22T04:00:00Z,3.09,NO,"",0.63,NO,"",16.5
2004-04-22T05:00:00Z,3.08,NO,"",0.07,NO,"",16
2004-04-22T06:00:00Z,3.08,NO,"",0.06,NO,"",16.2
2004-04-22T07:00:00Z,3.1,NO,"",1.16,NO,"",16
2004-04-22T08:00:00Z,3.12,NO,"",2.64,NO,"",15.4
2004-04-22T09:00:00Z,3.1,NO,"",0.96,NO,"",15.2
2004-04-22T11:00:00Z,3.08,NO,"",0.21,NO,"",15.3
2004-04-22T12:00:00Z,3.08,NO,"",0.2,NO,"",16
2004-04-22T13:00:00Z,3.09,NO,"",0.56,NO,"",16.8
2004-04-22T17:00:00Z,3.11,NO,"",1.64,NO,"",13.2
2004-04-22T21:00:00Z,3.08,NO,"",0.14,NO,"",12.7
2004-04-23T03:00:00Z,3.16,NO,"",4.79,NO,"",13.8
2004-04-23T04:00:00Z,3.14,NO,"",3.63,NO,"",13.3
2004-04-23T05:00:00Z,3.14,NO,"",3.25,NO,"",12.8
2004-04-23T06:00:00Z,3.11,NO,"",1.55,NO,"",12.6
2004-04-23T07:00:00Z,3.11,NO,"",1.92,NO,"",12.6
2004-04-23T10:00:00Z,3.09,NO,"",0.23,NO,"",13.4
2004-04-23T11:00:00Z,3.08,NO,"",0.04,NO,"",13.7
2004-04-23T13:00:00Z,3.12,NO,"",2.44,NO,"",16.5
2004-04-23T14:00:00Z,3.12,NO,"",2.05,NO,"",17.5
2004-04-23T15:00:00Z,3.12,NO,"",2.23,NO,"",18
2004-04-23T16:00:00Z,3.12,NO,"",2.23,NO,"",18.6
2004-04-23T23:00:00Z,3.13,NO,"",2.93,NO,"",14.1
2004-04-24T01:00:00Z,3.16,NO,"",4.44,NO,"",12.7
2004-04-24T02:00:00Z,3.16,NO,"",4.43,NO,"",12.5
2004-04-24T03:00:00Z,3.17,NO,"",5.2,NO,"",11.7
2004-04-24T04:00:00Z,3.15,NO,"",3.84,NO,"",11.4
2004-04-24T05:00:00Z,3.12,NO,"",2.13,NO,"",11.1
2004-04-24T06:00:00Z,3.14,NO,"",3.07,NO,"",10.7
2004-04-24T07:00:00Z,3.12,NO,"",2.31,NO,"",10
2004-04-24T08:00:00Z,3.12,NO,"",1.93,NO,"",10.6
2004-04-24T09:00:00Z,3.12,NO,"",2.29,NO,"",12.4
2004-04-24T10:00:00Z,3.12,NO,"",2.29,NO,"",14.5
2004-04-24T11:00:00Z,3.12,NO,"",2.28,NO,"",17.7
2004-04-24T12:00:00Z,3.09,NO,"",0.23,NO,"",22.2
2004-04-24T14:00:00Z,3.16,NO,"",4.54,NO,"",23.6
2004-04-24T15:00:00Z,3.16,NO,"",4.34,NO,"",24.5
2004-04-24T16:00:00Z,3.13,NO,"",2.62,NO,"",24.2
2004-04-24T17:00:00Z,3.16,NO,"",4.52,NO,"",24.1
2004-04-24T18:00:00Z,3.18,NO,"",5.67,NO,"",23.4
2004-04-24T19:00:00Z,3.18,NO,"",5.28,NO,"",22
2004-04-24T20:00:00Z,3.19,NO,"",5.85,NO,"",21.1
2004-04-24T21:00:00Z,3.19,NO,"",6.04,NO,"",21.5
2004-04-24T22:00:00Z,3.15,NO,"",3.71,NO,"",19.4
2004-04-24T23:00:00Z,3.14,NO,"",2.95,NO,"",18.1
2004-04-25T01:00:00Z,3.12,NO,"",1.99,NO,"",17
2004-04-25T03:00:00Z,3.13,NO,"",2.35,NO,"",15.7
2004-04-25T04:00:00Z,3.13,NO,"",2.72,NO,"",15.1
2004-04-25T05:00:00Z,3.12,NO,"",1.96,NO,"",14.8
2004-04-25T06:00:00Z,3.11,NO,"",1.4,NO,"",13.7
2004-04-25T07:00:00Z,3.11,NO,"",1.58,NO,"",12.6
2004-04-25T08:00:00Z,3.12,NO,"",1.94,NO,"",13
2004-04-25T09:00:00Z,3.12,NO,"",2.12,NO,"",14.9
2004-04-25T10:00:00Z,3.12,NO,"",2.12,NO,"",17.4
2004-04-25T11:00:00Z,3.13,NO,"",2.3,NO,"",21.4
2004-04-25T12:00:00Z,3.11,NO,"",1.36,NO,"",23.4
2004-04-25T13:00:00Z,3.18,NO,"",5.53,NO,"",23.9
2004-04-25T15:00:00Z,3.14,NO,"",3.21,NO,"",24.9
2004-04-25T16:00:00Z,3.14,NO,"",3.02,NO,"",25.4
2004-04-25T17:00:00Z,3.16,NO,"",4.34,NO,"",24.6
2004-04-25T21:00:00Z,3.11,NO,"",1.29,NO,"",20.4
2004-04-25T22:00:00Z,3.14,NO,"",2.78,NO,"",19.3
2004-04-25T23:00:00Z,3.14,NO,"",3.16,NO,"",18.9
2004-04-26T00:00:00Z,3.14,NO,"",3.15,NO,"",17.9
2004-04-26T01:00:00Z,3.14,NO,"",2.95,NO,"",17.2
2004-04-26T02:00:00Z,3.18,NO,"",5.25,NO,"",17.3
2004-04-26T03:00:00Z,3.12,NO,"",1.62,NO,"",15.7
2004-04-26T04:00:00Z,3.15,NO,"",3.5,NO,"",15.1
2004-04-26T05:00:00Z,3.17,NO,"",4.45,NO,"",14.1
2004-04-26T06:00:00Z,3.16,NO,"",3.87,NO,"",13.7
2004-04-26T07:00:00Z,3.17,NO,"",4.63,NO,"",12.8
2004-04-26T08:00:00Z,3.16,NO,"",4.24,NO,"",13.2
2004-04-26T09:00:00Z,3.17,NO,"",4.61,NO,"",15.1
2004-04-26T10:00:00Z,3.16,NO,"",4.03,NO,"",17.3
2004-04-26T11:00:00Z,3.16,NO,"",3.83,NO,"",21.5
2004-04-26T14:00:00Z,3.1,NO,"",0.62,NO,"",27.5
2004-04-26T18:00:00Z,3.11,NO,"",1.14,NO,"",26.7
2004-04-26T19:00:00Z,3.09,NO,"",0.03,NO,"",24.7
2004-04-26T21:03:00Z,3.36,NO,"",16.19,NO,"",-999
2004-04-26T21:04:00Z,3.48,NO,"",24.71,NO,"",21.6
2004-04-26T21:05:00Z,3.36,NO,"",16.19,NO,"",-999
2004-05-01T14:00:00Z,3.11,NO,"",0.07,NO,"",24.2
2004-05-13T12:00:00Z,3.1,NO,"",0.56,NO,"",22.5
2004-05-16T16:50:00Z,3.88,NO,"",55.77,NO,"",33.4
2004-05-16T16:51:00Z,3.85,NO,"",53.25,NO,"",33.4
2004-05-16T16:52:00Z,3.36,NO,"",16.17,NO,"",-999
2004-06-18T13:50:00Z,3.41,NO,"",18.7,NO,"",37.2
2004-06-18T13:51:00Z,3.36,NO,"",14.98,NO,"",-999
2004-06-29T14:37:00Z,3.56,NO,"",30.54,NO,"",16.7
2004-06-29T14:38:00Z,3.66,NO,"",38.32,NO,"",16.4
2004-06-29T14:39:00Z,4.77,NO,"",147.38,NO,"",16.1
2004-06-29T14:40:00Z,4.18,NO,"",84.05,NO,"",16.2
2004-06-29T14:41:00Z,4.29,NO,"",95.12,NO,"",16.4
2004-06-29T14:42:00Z,4.21,NO,"",87.92,NO,"",16.7
2004-06-29T14:43:00Z,4.24,NO,"",90.85,NO,"",17
2004-06-29T14:44:00Z,4.51,NO,"",119.25,NO,"",17.1
2004-06-29T14:45:00Z,4.98,NO,"",174.94,NO,"",17.3
2004-06-29T14:46:00Z,4.71,NO,"",142.86,NO,"",17.4
2004-06-29T14:47:00Z,4.73,NO,"",145.85,NO,"",17.3
2004-06-29T14:48:00Z,5.06,NO,"",186.65,NO,"",17.5
2004-06-29T14:49:00Z,4.42,NO,"",111.65,NO,"",17.9
2004-06-29T14:50:00Z,4.64,NO,"",136.11,NO,"",17.9
2004-06-29T14:51:00Z,4.5,NO,"",121.08,NO,"",17.9
2004-06-29T14:52:00Z,4.64,NO,"",136.67,NO,"",18.1
2004-06-29T14:53:00Z,4.46,NO,"",117.06,NO,"",18.2
2004-06-29T14:54:00Z,4.74,NO,"",148.61,NO,"",18.4
2004-06-29T14:55:00Z,4.29,NO,"",99.64,NO,"",18.6
2004-06-29T14:56:00Z,4.33,NO,"",104.28,NO,"",18.6
2004-06-29T14:57:00Z,4.33,NO,"",104.6,NO,"",18.7
2004-06-29T14:58:00Z,4.27,NO,"",98.63,NO,"",18.7
2004-06-29T14:59:00Z,4.11,NO,"",83.38,NO,"",18.8
2004-06-29T15:00:00Z,3.99,NO,"",73.44,NO,"",18.9
2004-06-29T15:01:00Z,4.12,NO,"",84.95,NO,"",19
2004-06-29T15:02:00Z,4.17,NO,"",90.59,NO,"",19
2004-06-29T15:03:00Z,4.3,NO,"",103.17,NO,"",19
2004-06-29T15:04:00Z,3.83,NO,"",60.46,NO,"",19
2004-06-29T15:05:00Z,4.04,NO,"",78.94,NO,"",19.1
2004-06-29T15:06:00Z,3.97,NO,"",73.34,NO,"",19.1
2004-06-29T15:07:00Z,3.82,NO,"",60.89,NO,"",19.2
2004-06-29T15:08:00Z,3.57,NO,"",40.57,NO,"",19.3
2004-06-29T15:09:00Z,3.51,NO,"",36.17,NO,"",19.6
2004-06-29T15:10:00Z,3.64,NO,"",46.04,NO,"",20.6
2004-06-29T15:11:00Z,3.67,NO,"",48.58,NO,"",20.9
2004-06-29T15:12:00Z,3.39,NO,"",27.5,NO,"",21
2004-06-29T15:13:00Z,3.47,NO,"",33.47,NO,"",20.7
2004-06-29T15:14:00Z,3.37,NO,"",26.33,NO,"",20.5
2004-06-29T15:15:00Z,3.4,NO,"",28.34,NO,"",20.5
2004-06-29T15:16:00Z,3.36,NO,"",25.4,NO,"",-999
2004-06-29T16:00:00Z,2.99,NO,"",2.17,NO,"",25.6
2004-09-19T08:03:00Z,3.21,NO,"",16.14,NO,"",15.7
2004-09-19T08:04:00Z,3.3,NO,"",21.4,NO,"",15.6
2004-09-19T08:05:00Z,3.38,NO,"",27.33,NO,"",15.6
2004-09-19T08:06:00Z,3.42,NO,"",29.81,NO,"",15.6
2004-09-19T08:07:00Z,3.47,NO,"",33.28,NO,"",15.5
2004-09-19T08:08:00Z,3.44,NO,"",31.17,NO,"",15.5
2004-09-19T08:09:00Z,3.42,NO,"",29.77,NO,"",15.5
2004-09-19T08:10:00Z,3.41,NO,"",29.06,NO,"",15.4
2004-09-19T08:11:00Z,3.44,NO,"",31.12,NO,"",15.4
2004-09-19T08:12:00Z,3.4,NO,"",28.12,NO,"",15.5
2004-09-19T08:13:00Z,3.38,NO,"",26.98,NO,"",15.5
2004-09-19T08:14:00Z,3.45,NO,"",31.77,NO,"",15.5
2004-09-19T08:15:00Z,3.45,NO,"",31.52,NO,"",15.5
2004-09-19T08:16:00Z,3.43,NO,"",30.12,NO,"",15.4
2004-09-19T08:17:00Z,3.41,NO,"",28.73,NO,"",15.4
2004-09-19T08:18:00Z,3.49,NO,"",34.29,NO,"",15.3
2004-09-19T08:19:00Z,3.45,NO,"",31.92,NO,"",15.3
2004-09-19T08:20:00Z,3.44,NO,"",30.74,NO,"",15.3
2004-09-19T08:21:00Z,3.48,NO,"",33.53,NO,"",15.3
2004-09-19T08:22:00Z,3.45,NO,"",31.41,NO,"",15.4
2004-09-19T08:23:00Z,3.44,NO,"",30.93,NO,"",15.5
2004-09-19T08:24:00Z,3.44,NO,"",30.68,NO,"",15.6
2004-09-19T08:25:00Z,3.42,NO,"",29.51,NO,"",15.5
2004-09-19T08:26:00Z,3.46,NO,"",32.27,NO,"",15.5
2004-09-19T08:27:00Z,3.43,NO,"",30.4,NO,"",15.4
2004-09-19T08:28:00Z,3.46,NO,"",32.48,NO,"",15.4
2004-09-19T08:29:00Z,3.45,NO,"",31.53,NO,"",15.4
2004-09-19T08:30:00Z,3.47,NO,"",33.15,NO,"",15.4
2004-09-19T08:31:00Z,3.41,NO,"",28.5,NO,"",15.5
2004-09-19T08:32:00Z,3.44,NO,"",31.01,NO,"",15.5
2004-09-19T08:33:00Z,3.4,NO,"",27.79,NO,"",15.5
2004-09-19T08:34:00Z,3.45,NO,"",31.68,NO,"",15.5
2004-09-19T08:35:00Z,3.46,NO,"",32.13,NO,"",15.5
2004-09-19T08:36:00Z,3.45,NO,"",31.18,NO,"",15.5
2004-09-19T08:37:00Z,3.42,NO,"",29.09,NO,"",15.4
2004-09-19T08:38:00Z,3.43,NO,"",29.99,NO,"",15.4
2004-09-19T08:39:00Z,3.47,NO,"",32.54,NO,"",15.4
2004-09-19T08:40:00Z,3.38,NO,"",26.55,NO,"",15.3
2004-09-19T08:41:00Z,3.4,NO,"",28.12,NO,"",15.3
2004-09-19T08:42:00Z,3.42,NO,"",29.24,NO,"",15.3
2004-09-19T08:43:00Z,3.41,NO,"",28.54,NO,"",15.4
2004-09-19T08:44:00Z,3.46,NO,"",31.99,NO,"",15.4
2004-09-19T08:45:00Z,3.6,NO,"",42.62,NO,"",15.4
2004-09-19T08:46:00Z,3.42,NO,"",29.18,NO,"",15.4
2004-09-19T08:47:00Z,3.38,NO,"",26.66,NO,"",15.5
2004-09-19T08:48:00Z,3.38,NO,"",26.65,NO,"",15.5
2004-09-19T08:49:00Z,3.43,NO,"",30.05,NO,"",15.5
2004-09-19T08:50:00Z,3.45,NO,"",31.19,NO,"",15.5
2004-09-19T08:51:00Z,3.36,NO,"",25.03,NO,"",15.5
2004-09-19T08:52:00Z,3.42,NO,"",29.31,NO,"",15.5
2004-09-19T08:53:00Z,3.39,NO,"",27.02,NO,"",15.5
2004-09-19T08:54:00Z,3.43,NO,"",29.51,NO,"",15.5
2004-09-19T08:55:00Z,3.55,NO,"",38.5,NO,"",15.5
2004-09-19T08:56:00Z,3.41,NO,"",28.33,NO,"",15.5
2004-09-19T08:57:00Z,3.38,NO,"",26.05,NO,"",15.5
2004-09-19T08:58:00Z,3.42,NO,"",28.76,NO,"",15.5
2004-09-19T08:59:00Z,3.44,NO,"",30.35,NO,"",15.5
2004-09-19T09:00:00Z,3.41,NO,"",28.5,NO,"",15.5
2004-09-19T09:01:00Z,3.39,NO,"",26.67,NO,"",15.5
2004-09-19T09:02:00Z,3.3,NO,"",20.49,NO,"",15.6
2004-09-19T09:03:00Z,3.45,NO,"",30.75,NO,"",15.6
2004-09-19T09:04:00Z,3.33,NO,"",23.06,NO,"",15.5
2004-09-19T09:05:00Z,3.32,NO,"",22.39,NO,"",15.5
2004-09-19T09:06:00Z,3.36,NO,"",24.79,NO,"",15.5
2004-09-19T09:07:00Z,3.33,NO,"",22.79,NO,"",15.6
2004-09-19T09:08:00Z,3.35,NO,"",23.88,NO,"",15.5
2004-09-19T09:09:00Z,3.39,NO,"",26.54,NO,"",15.5
2004-09-19T09:10:00Z,3.3,NO,"",20.79,NO,"",15.6
2004-09-19T09:11:00Z,3.35,NO,"",24.27,NO,"",15.6
2004-09-19T09:12:00Z,3.47,NO,"",32.24,NO,"",15.6
2004-09-19T09:13:00Z,3.34,NO,"",23.58,NO,"",15.6
2004-09-19T09:14:00Z,3.35,NO,"",23.78,NO,"",15.7
2004-09-19T09:15:00Z,3.31,NO,"",21.36,NO,"",15.7
2004-09-19T09:16:00Z,3.34,NO,"",23.53,NO,"",15.7
2004-09-19T09:17:00Z,3.55,NO,"",38.14,NO,"",15.7
2004-09-19T09:18:00Z,3.35,NO,"",23.72,NO,"",15.7
2004-09-19T09:19:00Z,3.29,NO,"",19.79,NO,"",15.8
2004-09-19T09:20:00Z,3.32,NO,"",22.15,NO,"",15.8
2004-09-19T09:21:00Z,3.37,NO,"",25.23,NO,"",15.8
2004-09-19T09:22:00Z,3.33,NO,"",22.78,NO,"",15.9
2004-09-19T09:23:00Z,3.3,NO,"",20.59,NO,"",15.9
2004-09-19T09:24:00Z,3.31,NO,"",21.01,NO,"",16
2004-09-19T09:25:00Z,3.29,NO,"",19.7,NO,"",16
2004-09-19T09:26:00Z,3.29,NO,"",19.9,NO,"",16
2004-09-19T09:27:00Z,3.38,NO,"",25.58,NO,"",16.1
2004-09-19T09:28:00Z,3.26,NO,"",17.54,NO,"",16.1
2004-09-19T09:29:00Z,3.36,NO,"",24.43,NO,"",16.2
2004-09-19T09:30:00Z,3.28,NO,"",18.77,NO,"",16.2
2004-09-19T09:31:00Z,3.37,NO,"",24.85,NO,"",16.2
2004-09-19T09:32:00Z,3.28,NO,"",18.95,NO,"",16.2
2004-09-19T09:33:00Z,3.34,NO,"",22.82,NO,"",16.2
2004-09-19T09:34:00Z,3.3,NO,"",19.99,NO,"",16.3
2004-09-19T09:35:00Z,3.38,NO,"",25.9,NO,"",16.3
2004-09-19T09:36:00Z,3.38,NO,"",25.44,NO,"",16.3
2004-09-19T09:37:00Z,3.32,NO,"",21.89,NO,"",16.3
2004-09-19T09:38:00Z,3.46,NO,"",31.35,NO,"",16.3
2004-09-19T09:39:00Z,3.35,NO,"",23.83,NO,"",16.3
2004-09-19T09:40:00Z,3.31,NO,"",20.54,NO,"",16.4
2004-09-19T09:41:00Z,3.32,NO,"",21.39,NO,"",16.4
2004-09-19T09:42:00Z,3.32,NO,"",21.37,NO,"",16.4
2004-09-19T09:43:00Z,3.37,NO,"",24.88,NO,"",16.3
2004-09-19T09:44:00Z,3.36,NO,"",24.19,NO,"",16.3
2004-09-19T09:45:00Z,3.33,NO,"",21.98,NO,"",16.3
2004-09-19T09:46:00Z,3.34,NO,"",23.06,NO,"",16.3
2004-09-19T09:47:00Z,3.33,NO,"",22.17,NO,"",16.3
2004-09-19T09:48:00Z,3.33,NO,"",21.93,NO,"",16.3
2004-09-19T09:49:00Z,3.55,NO,"",37.87,NO,"",16.4
2004-09-19T09:50:00Z,3.45,NO,"",30.46,NO,"",16.4
2004-09-19T09:51:00Z,3.37,NO,"",24.97,NO,"",16.4
2004-09-19T09:52:00Z,3.61,NO,"",42.28,NO,"",16.4
2004-09-19T09:53:00Z,3.56,NO,"",38.54,NO,"",16.4
2004-09-19T09:54:00Z,3.55,NO,"",37.3,NO,"",16.3
2004-09-19T09:55:00Z,3.56,NO,"",38.5,NO,"",16.4
2004-09-19T09:56:00Z,3.47,NO,"",31.53,NO,"",16.4
2004-09-19T09:57:00Z,3.54,NO,"",36.76,NO,"",16.4
2004-09-19T09:58:00Z,3.52,NO,"",35.06,NO,"",16.4
2004-09-19T09:59:00Z,3.7,NO,"",48.56,NO,"",16.4
2004-09-19T10:00:00Z,3.61,NO,"",41.89,NO,"",16.4
2004-09-19T10:01:00Z,3.84,NO,"",60.63,NO,"",16.4
2004-09-19T10:02:00Z,3.79,NO,"",55.95,NO,"",16.5
2004-09-19T10:03:00Z,3.83,NO,"",59.22,NO,"",16.5
2004-09-19T10:04:00Z,3.76,NO,"",53.5,NO,"",16.5
2004-09-19T10:05:00Z,3.73,NO,"",51.61,NO,"",16.6
2004-09-19T10:06:00Z,3.63,NO,"",43.05,NO,"",16.6
2004-09-19T10:07:00Z,3.62,NO,"",42.53,NO,"",16.6
2004-09-19T10:08:00Z,3.67,NO,"",46.08,NO,"",16.6
2004-09-19T10:09:00Z,3.66,NO,"",45.81,NO,"",16.7
2004-09-19T10:10:00Z,3.63,NO,"",43.49,NO,"",16.7
2004-09-19T10:11:00Z,3.51,NO,"",34.37,NO,"",16.8
2004-09-19T10:12:00Z,3.78,NO,"",54.98,NO,"",16.7
2004-09-19T10:13:00Z,3.75,NO,"",53.08,NO,"",16.8
2004-09-19T10:14:00Z,3.71,NO,"",49.09,NO,"",16.8
2004-09-19T10:15:00Z,3.75,NO,"",52.78,NO,"",16.8
2004-09-19T10:16:00Z,3.77,NO,"",54.64,NO,"",16.8
2004-09-19T10:17:00Z,3.7,NO,"",48.78,NO,"",16.8
2004-09-19T10:18:00Z,3.77,NO,"",54.34,NO,"",16.8
2004-09-19T10:19:00Z,3.75,NO,"",52.98,NO,"",16.9
2004-09-19T10:20:00Z,3.62,NO,"",42.07,NO,"",17
2004-09-19T10:21:00Z,3.59,NO,"",40.05,NO,"",16.9
2004-09-19T10:22:00Z,3.73,NO,"",50.8,NO,"",16.9
2004-09-19T10:23:00Z,3.67,NO,"",45.83,NO,"",16.9
2004-09-19T10:24:00Z,3.78,NO,"",55.05,NO,"",17
2004-09-19T10:25:00Z,3.69,NO,"",47.87,NO,"",17
2004-09-19T10:26:00Z,3.73,NO,"",50.47,NO,"",17
2004-09-19T10:27:00Z,3.62,NO,"",42.2,NO,"",17
2004-09-19T10:28:00Z,3.69,NO,"",47.56,NO,"",17.1
2004-09-19T10:29:00Z,3.73,NO,"",51.22,NO,"",17.1
2004-09-19T10:30:00Z,3.72,NO,"",49.88,NO,"",17.1
2004-09-19T10:31:00Z,3.71,NO,"",49.07,NO,"",17.1
2004-09-19T10:32:00Z,3.64,NO,"",43.89,NO,"",17.2
2004-09-19T10:33:00Z,3.84,NO,"",59.55,NO,"",17.2
2004-09-19T10:34:00Z,3.66,NO,"",45.14,NO,"",17.2
2004-09-19T10:35:00Z,3.65,NO,"",44.1,NO,"",17.2
2004-09-19T10:36:00Z,3.74,NO,"",51.63,NO,"",17.2
2004-09-19T10:37:00Z,3.65,NO,"",44.57,NO,"",17.2
2004-09-19T10:38:00Z,3.59,NO,"",39.77,NO,"",17.2
2004-09-19T10:39:00Z,3.66,NO,"",45.06,NO,"",17.2
2004-09-19T10:40:00Z,3.71,NO,"",48.93,NO,"",17.2
2004-09-19T10:41:00Z,3.68,NO,"",46.57,NO,"",17.3
2004-09-19T10:42:00Z,3.6,NO,"",40.21,NO,"",17.3
2004-09-19T10:43:00Z,3.6,NO,"",40.19,NO,"",17.3
2004-09-19T10:44:00Z,3.6,NO,"",40.17,NO,"",17.3
2004-09-19T10:45:00Z,3.56,NO,"",37.2,NO,"",17.3
2004-09-19T10:46:00Z,3.52,NO,"",34.76,NO,"",17.3
2004-09-19T10:47:00Z,3.6,NO,"",40.12,NO,"",17.4
2004-09-19T10:48:00Z,3.66,NO,"",44.91,NO,"",17.4
2004-09-19T10:49:00Z,3.59,NO,"",39.35,NO,"",17.4
2004-09-19T10:50:00Z,3.51,NO,"",33.25,NO,"",17.5
