time (MST),Gage Height(ft)-GCMRC-GCLT1,Gage Height Ice Affected On This Day-GCMRC-GCLT1,Gage Height Notes-GCMRC-GCLT1,Discharge(cfs)-GCMRC-GCLT1,Discharge Ice Affected On This Day-GCMRC-GCLT1,Discharge Notes-GCMRC-GCLT1,Air Temperature(°C)-GCMRC-GCLT1
2006-10-15T00:25:00Z,3.76,NO,"",53.77,NO,"",11.2
2006-10-15T00:26:00Z,3.83,NO,"",59.86,NO,"",11.2
2006-10-15T00:27:00Z,4.07,NO,"",80.53,NO,"",11.2
2006-10-15T00:28:00Z,4.16,NO,"",89.28,NO,"",11.2
2006-10-15T00:29:00Z,4.61,NO,"",135.98,NO,"",11.2
2006-10-15T00:30:00Z,4.46,NO,"",119.62,NO,"",11.2
2006-10-15T00:31:00Z,4.79,NO,"",157.24,NO,"",11.2
2006-10-15T00:32:00Z,4.28,NO,"",101.54,NO,"",11.2
2006-10-15T00:33:00Z,3.88,NO,"",64.14,NO,"",11.1
2006-10-15T00:34:00Z,4.4,NO,"",114.46,NO,"",11.1
2006-10-15T00:35:00Z,4.76,NO,"",153.71,NO,"",11.1
2006-10-15T00:36:00Z,4.73,NO,"",149.99,NO,"",11.2
2006-10-15T00:37:00Z,4.48,NO,"",123.05,NO,"",11.2
2006-10-15T00:38:00Z,4.49,NO,"",123.84,NO,"",11.2
2006-10-15T00:39:00Z,4.83,NO,"",162.55,NO,"",11.1
2006-10-15T00:40:00Z,4.67,NO,"",143.93,NO,"",11.1
2006-10-15T00:41:00Z,4.45,NO,"",120.26,NO,"",11.1
2006-10-15T00:42:00Z,4.57,NO,"",132.74,NO,"",11.1
2006-10-15T00:43:00Z,4.21,NO,"",96.08,NO,"",11.1
2006-10-15T00:44:00Z,4.45,NO,"",120.18,NO,"",11.1
2006-10-15T00:45:00Z,4.16,NO,"",91.18,NO,"",11.2
2006-10-15T00:46:00Z,4.28,NO,"",102.49,NO,"",11.2
2006-10-15T00:47:00Z,4.45,NO,"",120.09,NO,"",11.1
2006-10-15T00:48:00Z,4.77,NO,"",156.68,NO,"",11.1
2006-10-15T00:49:00Z,4.81,NO,"",161,NO,"",11.1
2006-10-15T00:50:00Z,4.58,NO,"",134.5,NO,"",11.2
2006-10-15T00:51:00Z,4.65,NO,"",142.99,NO,"",11.1
2006-10-15T00:52:00Z,5.15,NO,"",203.52,NO,"",11.1
2006-10-15T00:53:00Z,4.92,NO,"",173.9,NO,"",11.2
2006-10-15T00:54:00Z,5,NO,"",184.06,NO,"",11.2
2006-10-15T00:55:00Z,4.48,NO,"",123.93,NO,"",11.2
2006-10-15T00:56:00Z,4.27,NO,"",102.76,NO,"",11.1
2006-10-15T00:57:00Z,4.93,NO,"",176.2,NO,"",11.1
2006-10-15T00:58:00Z,4.64,NO,"",142.47,NO,"",11.1
2006-10-15T00:59:00Z,5.13,NO,"",200.6,NO,"",11.1
2006-10-15T01:00:00Z,4.67,NO,"",145.22,NO,"",11.1
2006-10-15T01:01:00Z,4.25,NO,"",101.27,NO,"",11.1
2006-10-15T01:02:00Z,4.27,NO,"",103.64,NO,"",11.1
2006-10-15T01:03:00Z,4.69,NO,"",148.06,NO,"",11.1
2006-10-15T01:04:00Z,4.59,NO,"",136.77,NO,"",11.1
2006-10-15T01:05:00Z,4.23,NO,"",99.69,NO,"",11.1
2006-10-15T01:06:00Z,4.53,NO,"",130.15,NO,"",11.1
2006-10-15T01:07:00Z,4.31,NO,"",107.35,NO,"",11
2006-10-15T01:08:00Z,4.12,NO,"",89.58,NO,"",11
2006-10-15T01:09:00Z,4.69,NO,"",148.18,NO,"",11
2006-10-15T01:10:00Z,4.51,NO,"",128.73,NO,"",11
2006-10-15T01:11:00Z,4.5,NO,"",127.77,NO,"",11
2006-10-15T01:12:00Z,4.13,NO,"",90.26,NO,"",11
2006-10-15T01:13:00Z,4.35,NO,"",112.21,NO,"",11
2006-10-15T01:14:00Z,4.6,NO,"",138.7,NO,"",11
2006-10-15T01:15:00Z,4.56,NO,"",134.84,NO,"",11
2006-10-15T01:16:00Z,4.61,NO,"",140.32,NO,"",11
2006-10-15T01:17:00Z,4.13,NO,"",91.34,NO,"",11
2006-10-15T01:18:00Z,4.35,NO,"",112.65,NO,"",10.9
2006-10-15T01:19:00Z,4.24,NO,"",101.94,NO,"",10.9
2006-10-15T01:20:00Z,4.39,NO,"",117.53,NO,"",10.9
2006-10-15T01:21:00Z,4.67,NO,"",146.95,NO,"",10.9
2006-10-15T01:22:00Z,3.97,NO,"",76.78,NO,"",10.9
2006-10-15T01:23:00Z,4.12,NO,"",90.34,NO,"",10.9
2006-10-15T01:24:00Z,4.23,NO,"",101.74,NO,"",10.9
2006-10-15T01:25:00Z,4.53,NO,"",132.12,NO,"",10.9
2006-10-15T01:26:00Z,4.1,NO,"",88.78,NO,"",10.9
2006-10-15T01:27:00Z,4.25,NO,"",103.89,NO,"",10.9
2006-10-15T01:28:00Z,4.06,NO,"",85.18,NO,"",10.9
2006-10-15T01:29:00Z,4.02,NO,"",81.9,NO,"",10.9
2006-10-15T01:30:00Z,4.01,NO,"",81.01,NO,"",10.8
2006-10-15T01:31:00Z,3.85,NO,"",66.94,NO,"",10.8
2006-10-15T01:32:00Z,3.91,NO,"",71.72,NO,"",10.8
2006-10-15T01:33:00Z,4.05,NO,"",84.88,NO,"",10.8
2006-10-15T01:34:00Z,3.49,NO,"",38.51,NO,"",10.8
2006-10-15T01:35:00Z,3.78,NO,"",61.18,NO,"",10.8
2006-10-15T01:36:00Z,4.06,NO,"",85.18,NO,"",10.8
2006-10-15T01:37:00Z,4.22,NO,"",100.68,NO,"",10.8
2006-10-15T01:38:00Z,4.03,NO,"",83.09,NO,"",10.8
2006-10-15T01:39:00Z,3.74,NO,"",58.22,NO,"",10.8
2006-10-15T01:40:00Z,3.28,NO,"",24.19,NO,"",10.8
2006-10-15T01:41:00Z,4.1,NO,"",88.82,NO,"",10.9
2006-10-15T01:42:00Z,3.9,NO,"",71.44,NO,"",10.9
2006-10-15T01:43:00Z,4.14,NO,"",92.82,NO,"",11
2006-10-15T01:44:00Z,3.8,NO,"",62.53,NO,"",11
2006-10-15T01:45:00Z,3.97,NO,"",77.77,NO,"",11
2006-10-15T01:46:00Z,3.98,NO,"",78.07,NO,"",11
2006-10-15T01:47:00Z,3.94,NO,"",74.58,NO,"",11
2006-10-15T01:48:00Z,3.75,NO,"",59.02,NO,"",11
2006-10-15T01:49:00Z,3.54,NO,"",42.13,NO,"",11.1
2006-10-15T01:50:00Z,3.51,NO,"",39.71,NO,"",11.1
2006-10-15T01:51:00Z,3.96,NO,"",76.32,NO,"",11.1
2006-10-15T01:52:00Z,3.93,NO,"",73.72,NO,"",11.1
2006-10-15T01:53:00Z,4.08,NO,"",87.3,NO,"",11.1
2006-10-15T01:54:00Z,3.54,NO,"",42.13,NO,"",11.1
2006-10-15T01:55:00Z,3.92,NO,"",72.58,NO,"",11
2006-10-15T01:56:00Z,3.96,NO,"",76.9,NO,"",11
2006-10-15T01:57:00Z,3.87,NO,"",68.62,NO,"",11
2006-10-15T01:58:00Z,3.85,NO,"",67.22,NO,"",11
2006-10-15T01:59:00Z,3.31,NO,"",25.71,NO,"",11
2006-10-15T02:00:00Z,3.73,NO,"",57.42,NO,"",11
2006-10-15T02:01:00Z,3.91,NO,"",71.72,NO,"",10.9
2006-10-15T02:02:00Z,3.98,NO,"",78.07,NO,"",10.9
2006-10-15T02:03:00Z,4.05,NO,"",84.28,NO,"",10.9
2006-10-15T02:05:00Z,3.65,NO,"",50.64,NO,"",10.8
2006-10-15T02:06:00Z,3.53,NO,"",41.64,NO,"",10.8
2006-10-15T02:07:00Z,3.79,NO,"",61.72,NO,"",10.8
2006-10-15T02:08:00Z,3.72,NO,"",56.1,NO,"",10.8
2006-10-15T02:09:00Z,3.45,NO,"",35.67,NO,"",10.8
2006-10-15T02:10:00Z,3.53,NO,"",41.89,NO,"",10.8
2006-10-15T02:11:00Z,3.69,NO,"",54,NO,"",10.8
2006-10-15T02:12:00Z,3.27,NO,"",23.54,NO,"",10.8
2006-10-15T02:13:00Z,3.75,NO,"",58.49,NO,"",10.7
2006-10-15T02:14:00Z,3.39,NO,"",31.74,NO,"",10.7
2006-10-15T02:15:00Z,3.97,NO,"",77.48,NO,"",10.7
2006-10-15T02:16:00Z,3.68,NO,"",52.7,NO,"",10.7
2006-10-15T02:17:00Z,3.21,NO,"",19.52,NO,"",10.7
2006-10-15T02:18:00Z,3.41,NO,"",33.12,NO,"",10.8
2006-10-15T02:19:00Z,3.72,NO,"",56.1,NO,"",10.8
2006-10-15T02:20:00Z,3.59,NO,"",45.83,NO,"",10.8
2006-10-15T02:21:00Z,3.4,NO,"",31.97,NO,"",10.8
2006-10-15T02:22:00Z,3.35,NO,"",28.58,NO,"",10.8
2006-10-15T02:23:00Z,3.28,NO,"",24.19,NO,"",10.8
2006-10-15T02:24:00Z,3.46,NO,"",36.14,NO,"",10.8
2006-10-15T02:25:00Z,3.27,NO,"",23.54,NO,"",10.8
2006-10-15T02:26:00Z,3.36,NO,"",29.25,NO,"",10.8
2006-10-15T02:27:00Z,3.42,NO,"",33.35,NO,"",10.8
2006-10-15T02:28:00Z,3.36,NO,"",29.48,NO,"",10.8
2006-10-15T02:29:00Z,3.46,NO,"",36.38,NO,"",10.8
2006-10-15T02:30:00Z,3.34,NO,"",27.91,NO,"",10.8
2006-10-15T02:32:00Z,3.32,NO,"",27.03,NO,"",10.9
2006-10-15T02:34:00Z,3.28,NO,"",24.19,NO,"",10.9
2006-10-15T02:35:00Z,3.25,NO,"",22.05,NO,"",11
2006-10-15T02:36:00Z,3.3,NO,"",25.06,NO,"",11
2006-10-15T02:37:00Z,3.32,NO,"",26.81,NO,"",11
2006-10-15T02:38:00Z,3.27,NO,"",23.33,NO,"",11
2006-10-15T02:39:00Z,3.21,NO,"",19.52,NO,"",11
2006-10-15T02:40:00Z,3.21,NO,"",19.73,NO,"",11
2006-10-15T02:41:00Z,3.24,NO,"",21.41,NO,"",11
2006-10-15T02:42:00Z,3.26,NO,"",22.47,NO,"",11
2006-10-15T02:43:00Z,3.3,NO,"",25.06,NO,"",11
2006-10-15T02:44:00Z,3.23,NO,"",20.99,NO,"",11
2006-10-15T02:46:00Z,3.25,NO,"",22.26,NO,"",11
2006-10-15T02:47:00Z,3.2,NO,"",18.9,NO,"",11
2006-10-15T02:48:00Z,3.23,NO,"",20.78,NO,"",11
2006-10-15T02:51:00Z,3.24,NO,"",21.2,NO,"",11
2006-10-15T03:00:00Z,3.15,NO,"",16.04,NO,"",10.9
2006-10-15T04:00:00Z,3.09,NO,"",12.07,NO,"",11
2006-10-15T05:00:00Z,2.99,NO,"",6.57,NO,"",10.6
2006-10-15T06:00:00Z,2.91,NO,"",1.9,NO,"",10.7
2006-10-15T07:00:00Z,2.88,NO,"",0.51,NO,"",11.1
2007-07-23T16:46:00Z,3.27,NO,"",24.78,NO,"",22.5
2007-07-23T16:47:00Z,3.37,NO,"",31.33,NO,"",22.3
2007-07-23T16:48:00Z,3.75,NO,"",59.61,NO,"",22.3
2007-07-23T16:49:00Z,3.61,NO,"",48.87,NO,"",22.3
2007-07-23T16:50:00Z,3.45,NO,"",36.61,NO,"",22.3
2007-07-23T16:51:00Z,3.58,NO,"",45.94,NO,"",22.3
2007-07-23T16:52:00Z,3.58,NO,"",45.86,NO,"",22.2
2007-07-23T16:53:00Z,3.75,NO,"",59.18,NO,"",22.2
2007-07-23T16:54:00Z,4,NO,"",80.72,NO,"",22.1
2007-07-23T16:55:00Z,4.1,NO,"",89.33,NO,"",22
2007-07-23T16:56:00Z,3.79,NO,"",62.15,NO,"",22.1
2007-07-23T16:57:00Z,3.7,NO,"",54.62,NO,"",22.1
2007-07-23T16:58:00Z,3.59,NO,"",46.1,NO,"",22.1
2007-07-23T16:59:00Z,3.9,NO,"",71.62,NO,"",22.1
2007-07-23T17:00:00Z,3.66,NO,"",51.76,NO,"",22.1
2007-07-23T17:01:00Z,3.9,NO,"",71.45,NO,"",22.1
2007-07-23T17:02:00Z,3.85,NO,"",66.59,NO,"",22
2007-07-23T17:03:00Z,3.88,NO,"",69.02,NO,"",21.8
2007-07-23T17:04:00Z,3.9,NO,"",71.19,NO,"",21.6
2007-07-23T17:05:00Z,3.42,NO,"",33.02,NO,"",21.5
2007-07-23T17:06:00Z,3.54,NO,"",42.2,NO,"",21.5
2007-07-23T17:07:00Z,3.66,NO,"",51.16,NO,"",21.4
2007-07-23T17:08:00Z,3.65,NO,"",50.05,NO,"",21.6
2007-07-23T17:09:00Z,4.17,NO,"",95.59,NO,"",21.8
2007-07-23T17:10:00Z,3.87,NO,"",68.13,NO,"",21.7
2007-07-23T17:11:00Z,3.53,NO,"",40.8,NO,"",21.6
2007-07-23T17:12:00Z,4.71,NO,"",151.38,NO,"",21.6
2007-07-23T17:14:00Z,5.67,NO,"",275.85,NO,"",21.3
2007-07-23T17:15:00Z,6.22,NO,"",361.05,NO,"",21.4
2007-07-23T17:16:00Z,6.43,NO,"",398.05,NO,"",21.4
2007-07-23T17:17:00Z,7.83,NO,"",682.89,NO,"",21.4
2007-07-23T17:18:00Z,7.59,NO,"",628.45,NO,"",21.4
2007-07-23T17:19:00Z,6.33,NO,"",380.13,NO,"",21.3
2007-07-23T17:20:00Z,7.7,NO,"",653.19,NO,"",21.4
2007-07-23T17:21:00Z,7.56,NO,"",621.97,NO,"",21.4
2007-07-23T17:23:00Z,8.37,NO,"",812.75,NO,"",21.6
2007-07-23T17:25:00Z,7.24,NO,"",554.85,NO,"",21.6
2007-07-23T17:26:00Z,8.03,NO,"",728.59,NO,"",21.7
2007-07-23T17:28:00Z,7.81,NO,"",677.65,NO,"",21.6
2007-07-23T17:29:00Z,8.14,NO,"",755.9,NO,"",21.5
2007-07-23T17:30:00Z,7.96,NO,"",713.97,NO,"",21.5
2007-07-23T17:31:00Z,8.27,NO,"",787.69,NO,"",21.5
2007-07-23T17:32:00Z,8.06,NO,"",737.12,NO,"",21.5
2007-07-23T17:33:00Z,8.05,NO,"",734.01,NO,"",21.5
2007-07-23T17:34:00Z,8.31,NO,"",798.15,NO,"",21.5
2007-07-23T17:35:00Z,8.34,NO,"",804.63,NO,"",21.6
2007-07-23T17:36:00Z,8.31,NO,"",798.15,NO,"",21.7
2007-07-23T17:37:00Z,7.81,NO,"",679.14,NO,"",21.8
2007-07-23T17:39:00Z,8.13,NO,"",754.32,NO,"",21.9
2007-07-23T17:40:00Z,8.01,NO,"",723.96,NO,"",22
2007-07-23T17:41:00Z,8.44,NO,"",829.12,NO,"",22
2007-07-23T17:43:00Z,8.19,NO,"",768.54,NO,"",22.1
2007-07-23T17:44:00Z,8.18,NO,"",765.37,NO,"",22.1
2007-07-23T17:45:00Z,7.95,NO,"",710.9,NO,"",22.2
2007-07-23T17:46:00Z,8.1,NO,"",746.48,NO,"",22.2
2007-07-23T17:47:00Z,8.12,NO,"",751.97,NO,"",22.2
2007-07-23T17:48:00Z,8.21,NO,"",773.3,NO,"",22.2
2007-07-23T17:49:00Z,8.16,NO,"",761.42,NO,"",22.2
2007-07-23T17:50:00Z,8.15,NO,"",759.05,NO,"",22.2
2007-07-23T17:51:00Z,8.19,NO,"",766.95,NO,"",22.2
2007-07-23T17:53:00Z,7.82,NO,"",680.64,NO,"",22.2
2007-07-23T17:54:00Z,7.86,NO,"",690.41,NO,"",22.2
2007-07-23T17:55:00Z,7.85,NO,"",686.64,NO,"",22.2
2007-07-23T17:56:00Z,7.32,NO,"",571.99,NO,"",22.2
2007-07-23T17:57:00Z,7.68,NO,"",649.53,NO,"",22.1
2007-07-23T17:58:00Z,7.67,NO,"",645.87,NO,"",22.1
2007-07-23T17:59:00Z,7.77,NO,"",670.19,NO,"",22.1
2007-07-23T18:00:00Z,7.33,NO,"",572.68,NO,"",22.2
2007-07-23T18:01:00Z,7.39,NO,"",585.17,NO,"",22.2
2007-07-23T18:02:00Z,7.48,NO,"",604.85,NO,"",22.2
2007-07-23T18:03:00Z,7.58,NO,"",626.28,NO,"",22.2
2007-07-23T18:04:00Z,7.24,NO,"",554.17,NO,"",22.2
2007-07-23T18:05:00Z,7.49,NO,"",608.4,NO,"",22.2
2007-07-23T18:06:00Z,7.29,NO,"",564.42,NO,"",22.2
2007-07-23T18:08:00Z,7.5,NO,"",609.82,NO,"",22.2
2007-07-23T18:09:00Z,7.65,NO,"",642.22,NO,"",22.2
2007-07-23T18:10:00Z,7.81,NO,"",677.65,NO,"",22.2
2007-07-23T18:11:00Z,7.4,NO,"",587.96,NO,"",22.2
2007-07-23T18:12:00Z,6.99,NO,"",504.26,NO,"",22.2
2007-07-23T18:13:00Z,7.69,NO,"",650.26,NO,"",22.2
2007-07-23T18:14:00Z,5.97,NO,"",319.9,NO,"",22.2
2007-07-23T18:15:00Z,7.24,NO,"",554.17,NO,"",22.2
2007-07-23T18:16:00Z,5.97,NO,"",320.91,NO,"",22.2
2007-07-23T18:17:00Z,6.26,NO,"",369.34,NO,"",22.3
2007-07-23T18:18:00Z,6.75,NO,"",456.53,NO,"",22.2
2007-07-23T18:20:00Z,6.52,NO,"",414.56,NO,"",22.2
2007-07-23T18:21:00Z,6.41,NO,"",393.97,NO,"",22.3
2007-07-23T18:22:00Z,6.23,NO,"",363.72,NO,"",22.3
2007-07-23T18:23:00Z,5.82,NO,"",296.38,NO,"",22.3
2007-07-23T18:24:00Z,5.69,NO,"",276.24,NO,"",22.3
2007-07-23T18:25:00Z,5.78,NO,"",290.22,NO,"",22.3
2007-07-23T18:26:00Z,5.78,NO,"",290.69,NO,"",22.3
2007-07-23T18:27:00Z,6.05,NO,"",333.51,NO,"",22.4
2007-07-23T18:28:00Z,6.2,NO,"",357.58,NO,"",22.4
2007-07-23T18:29:00Z,5.33,NO,"",223.87,NO,"",22.4
2007-07-23T18:30:00Z,5.5,NO,"",247.91,NO,"",22.5
2007-07-23T18:31:00Z,6.07,NO,"",336.7,NO,"",22.5
2007-07-23T18:32:00Z,5.43,NO,"",237.95,NO,"",22.5
2007-07-23T18:33:00Z,6.08,NO,"",338.85,NO,"",22.5
2007-07-23T18:34:00Z,5.55,NO,"",255.36,NO,"",22.5
2007-07-23T18:35:00Z,5.61,NO,"",264.03,NO,"",22.5
2007-07-23T18:36:00Z,5.24,NO,"",211.81,NO,"",22.5
2007-07-23T18:37:00Z,5.54,NO,"",253.3,NO,"",22.5
2007-07-23T18:38:00Z,5.11,NO,"",193.8,NO,"",22.5
2007-07-23T18:39:00Z,5.16,NO,"",201.07,NO,"",22.4
2007-07-23T18:40:00Z,4.88,NO,"",164.63,NO,"",22.5
2007-07-23T18:41:00Z,4.92,NO,"",169.8,NO,"",22.5
2007-07-23T18:42:00Z,4.99,NO,"",179.18,NO,"",22.5
2007-07-23T18:43:00Z,5.22,NO,"",209.16,NO,"",22.5
2007-07-23T18:44:00Z,5.37,NO,"",228.52,NO,"",22.5
2007-07-23T18:45:00Z,4.9,NO,"",167.09,NO,"",22.5
2007-07-23T18:46:00Z,5.31,NO,"",220.65,NO,"",22.5
2007-07-23T18:47:00Z,5.16,NO,"",200.13,NO,"",22.5
2007-07-23T18:48:00Z,5,NO,"",179.6,NO,"",22.5
2007-07-23T18:49:00Z,4.87,NO,"",162.77,NO,"",22.6
2007-07-23T18:50:00Z,5.12,NO,"",194.31,NO,"",22.6
2007-07-23T18:51:00Z,5.08,NO,"",189.95,NO,"",22.6
2007-07-23T18:52:00Z,4.81,NO,"",155.78,NO,"",22.7
2007-07-23T18:53:00Z,4.47,NO,"",116.81,NO,"",22.7
2007-07-23T18:54:00Z,4.71,NO,"",143.58,NO,"",22.7
2007-07-23T18:55:00Z,4.59,NO,"",129.62,NO,"",22.7
2007-07-23T18:56:00Z,4.66,NO,"",138.11,NO,"",22.7
2007-07-23T18:57:00Z,4.77,NO,"",149.9,NO,"",22.7
2007-07-23T18:58:00Z,4.67,NO,"",138.7,NO,"",22.8
2007-07-23T18:59:00Z,4.61,NO,"",131.88,NO,"",22.8
2007-07-23T19:00:00Z,4.27,NO,"",95.71,NO,"",22.8
2007-07-23T19:01:00Z,4.71,NO,"",143.41,NO,"",22.8
2007-07-23T19:02:00Z,4.41,NO,"",110.09,NO,"",22.8
2007-07-23T19:03:00Z,4.41,NO,"",109.65,NO,"",22.8
2007-07-23T19:04:00Z,4.35,NO,"",103.06,NO,"",22.8
2007-07-23T19:05:00Z,4.19,NO,"",87.47,NO,"",22.9
2007-07-23T19:06:00Z,4.33,NO,"",100.52,NO,"",22.9
2007-07-23T19:07:00Z,4.5,NO,"",118.83,NO,"",22.9
2007-07-23T19:08:00Z,4.25,NO,"",93.04,NO,"",22.9
2007-07-23T19:09:00Z,4.29,NO,"",96.25,NO,"",22.8
2007-07-23T19:10:00Z,4.19,NO,"",86.7,NO,"",22.8
2007-07-23T19:11:00Z,4.28,NO,"",95.41,NO,"",22.8
2007-07-23T19:12:00Z,4.09,NO,"",76.48,NO,"",22.8
2007-07-23T19:13:00Z,3.92,NO,"",60.96,NO,"",22.7
2007-07-23T19:14:00Z,4.03,NO,"",71.13,NO,"",22.7
2007-07-23T19:15:00Z,3.96,NO,"",65.11,NO,"",22.7
2007-07-23T19:16:00Z,4.11,NO,"",78.28,NO,"",22.7
2007-07-23T19:17:00Z,3.98,NO,"",66.69,NO,"",22.7
2007-07-23T19:18:00Z,3.94,NO,"",62.22,NO,"",22.7
2007-07-23T19:19:00Z,3.94,NO,"",62.71,NO,"",22.6
2007-07-23T19:20:00Z,3.88,NO,"",57.19,NO,"",22.7
2007-07-23T19:21:00Z,3.96,NO,"",63.98,NO,"",22.7
2007-07-23T19:22:00Z,3.86,NO,"",55.06,NO,"",22.7
2007-07-23T19:23:00Z,3.97,NO,"",64.69,NO,"",22.7
2007-07-23T19:24:00Z,3.89,NO,"",57.4,NO,"",22.7
2007-07-23T19:25:00Z,3.75,NO,"",46.06,NO,"",22.7
2007-07-23T19:26:00Z,3.87,NO,"",56.09,NO,"",22.7
2007-07-23T19:27:00Z,3.85,NO,"",54.37,NO,"",22.8
2007-07-23T19:28:00Z,3.79,NO,"",48.88,NO,"",22.8
2007-07-23T19:29:00Z,3.82,NO,"",51.87,NO,"",22.8
2007-07-23T19:30:00Z,3.71,NO,"",42.76,NO,"",22.8
2007-07-23T19:31:00Z,3.78,NO,"",48.06,NO,"",22.8
2007-07-23T19:32:00Z,4,NO,"",67.6,NO,"",22.8
2007-07-23T19:33:00Z,3.87,NO,"",55.47,NO,"",22.8
2007-07-23T19:34:00Z,3.65,NO,"",37.61,NO,"",22.8
2007-07-23T19:35:00Z,3.74,NO,"",45.37,NO,"",22.8
2007-07-23T19:36:00Z,3.69,NO,"",40.92,NO,"",22.9
2007-07-23T19:37:00Z,3.61,NO,"",34.59,NO,"",22.9
2007-07-23T19:38:00Z,3.58,NO,"",32.62,NO,"",22.9
2007-07-23T19:39:00Z,3.76,NO,"",46.43,NO,"",22.9
2007-07-23T19:40:00Z,3.61,NO,"",34.83,NO,"",22.9
2007-07-23T19:41:00Z,3.62,NO,"",35.58,NO,"",23
2007-07-23T19:42:00Z,3.54,NO,"",29.94,NO,"",23
2007-07-23T19:43:00Z,3.64,NO,"",37.33,NO,"",23
2007-07-23T19:44:00Z,3.54,NO,"",29.7,NO,"",22.9
2007-07-23T19:45:00Z,3.58,NO,"",32.36,NO,"",23
2007-07-23T19:46:00Z,3.54,NO,"",29.93,NO,"",22.9
2007-07-23T19:47:00Z,3.52,NO,"",27.78,NO,"",22.9
2007-07-23T19:48:00Z,3.51,NO,"",27.31,NO,"",22.9
2007-07-23T19:49:00Z,3.46,NO,"",23.59,NO,"",22.9
2007-07-23T19:50:00Z,3.48,NO,"",25.43,NO,"",23
2007-07-23T19:51:00Z,3.41,NO,"",20.64,NO,"",23
2007-07-23T19:52:00Z,3.41,NO,"",20.19,NO,"",23
2007-07-23T19:53:00Z,3.41,NO,"",20.63,NO,"",22.9
2007-07-23T19:54:00Z,3.42,NO,"",21.08,NO,"",22.9
2007-07-23T19:55:00Z,3.42,NO,"",20.85,NO,"",22.9
2007-07-23T19:56:00Z,3.4,NO,"",19.95,NO,"",22.8
2007-07-23T19:57:00Z,3.38,NO,"",18.18,NO,"",22.8
2007-07-23T19:58:00Z,3.34,NO,"",16.01,NO,"",22.8
2007-07-23T19:59:00Z,3.33,NO,"",15.36,NO,"",22.9
2007-07-23T20:00:00Z,3.35,NO,"",16.65,NO,"",22.9
2007-07-23T20:01:00Z,3.33,NO,"",15.35,NO,"",23
2007-07-23T20:02:00Z,3.31,NO,"",13.44,NO,"",23
2007-07-23T20:03:00Z,3.31,NO,"",13.86,NO,"",23
2007-07-23T20:04:00Z,3.33,NO,"",15.35,NO,"",23
2007-07-23T20:05:00Z,3.32,NO,"",14.28,NO,"",22.9
2007-07-23T20:06:00Z,3.3,NO,"",12.8,NO,"",23
2007-07-23T20:07:00Z,3.3,NO,"",12.8,NO,"",22.9
2007-07-23T20:08:00Z,3.28,NO,"",11.55,NO,"",23
2007-07-23T20:09:00Z,3.3,NO,"",12.79,NO,"",22.9
2007-07-23T20:10:00Z,3.27,NO,"",11.34,NO,"",22.9
2007-07-23T20:11:00Z,3.26,NO,"",10.72,NO,"",22.9
2007-07-23T20:12:00Z,3.26,NO,"",10.31,NO,"",22.9
2007-07-23T20:13:00Z,3.27,NO,"",11.33,NO,"",23
2007-07-23T20:14:00Z,3.25,NO,"",10.1,NO,"",23
2007-07-23T20:15:00Z,3.25,NO,"",10.09,NO,"",23.1
2007-07-23T20:16:00Z,3.25,NO,"",9.68,NO,"",23.1
2007-07-23T20:17:00Z,3.24,NO,"",9.28,NO,"",23.2
2007-07-23T20:18:00Z,3.25,NO,"",10.08,NO,"",23.2
2007-07-23T20:19:00Z,3.26,NO,"",10.49,NO,"",23.2
2007-07-23T20:20:00Z,3.24,NO,"",9.47,NO,"",23.2
2007-07-23T20:21:00Z,3.26,NO,"",10.48,NO,"",23.3
2007-07-23T20:22:00Z,3.27,NO,"",11.3,NO,"",23.3
2007-07-23T20:23:00Z,3.24,NO,"",9.26,NO,"",23.3
2007-07-23T20:24:00Z,3.25,NO,"",9.66,NO,"",23.4
2007-07-23T20:25:00Z,3.23,NO,"",8.65,NO,"",23.4
2007-07-23T20:26:00Z,3.2,NO,"",6.86,NO,"",23.4
2007-07-23T20:27:00Z,3.22,NO,"",7.84,NO,"",23.5
2007-07-23T21:00:00Z,3.12,NO,"",2.15,NO,"",23.4
2007-07-30T22:00:00Z,3.08,NO,"",0.73,NO,"",26.1
2007-07-30T22:20:00Z,3.08,NO,"",0.73,NO,"",-999
2007-07-30T22:21:00Z,3.22,NO,"",9.18,NO,"",22.1
2007-07-30T22:22:00Z,3.23,NO,"",9.78,NO,"",22.1
2007-07-30T22:23:00Z,3.22,NO,"",9.18,NO,"",22.2
2007-07-30T22:24:00Z,3.2,NO,"",7.58,NO,"",22.3
2007-07-30T23:33:00Z,3.23,NO,"",9.38,NO,"",22.6
2007-07-30T23:34:00Z,3.2,NO,"",7.78,NO,"",22.6
2007-07-31T00:00:00Z,3.15,NO,"",2.61,NO,"",23.8
2007-07-31T00:09:00Z,3.15,NO,"",1.67,NO,"",-999
2007-07-31T00:10:00Z,3.28,NO,"",9.45,NO,"",24.3
2007-07-31T00:11:00Z,3.62,NO,"",32.69,NO,"",24.7
2007-07-31T00:12:00Z,3.65,NO,"",35.08,NO,"",24.9
2007-07-31T00:13:00Z,3.74,NO,"",41.93,NO,"",24.9
2007-07-31T00:14:00Z,3.62,NO,"",32.1,NO,"",25
2007-07-31T00:15:00Z,3.7,NO,"",38.05,NO,"",25.1
2007-07-31T00:16:00Z,3.63,NO,"",33.1,NO,"",25.4
